代碼,學校名稱,公私立別,縣市名稱,地址,電話,網址,備註
381601,私立靜心小學,私立,[38]臺北市,[116]臺北市文山區興福里興隆路2段46號,(02)29323118,http://www.chjhs.tp.edu.tw,
381602,私立中山小學,私立,[38]臺北市,[116]臺北市文山區木柵路1段292號,(02)29360935,http://www.mjcskg.tp.edu.tw,
381603,私立再興小學,私立,[38]臺北市,[116]臺北市文山區明義里興隆路4段2號,(02)29371118,http://www.thsh.tp.edu.tw/web/TSPS,
383601,市立景美國小,公立,[38]臺北市,[116]臺北市文山區景行里景文街108號,(02)29322151,http://www.cmes.tp.edu.tw,
383602,市立武功國小,公立,[38]臺北市,[116]臺北市文山區萬祥里興隆路1段68號,(02)29314360,http://www.wkps.tp.edu.tw,
383603,市立興德國小,公立,[38]臺北市,[116]臺北市文山區興邦里興隆路2段235號,(02)29329431,http://www.hdps.tp.edu.tw,
383604,市立溪口國小,公立,[38]臺北市,[116]臺北市文山區景慶里景福街225號,(02)29350955,http://web.skps.tp.edu.tw/enableweb/,
383605,市立興隆國小,公立,[38]臺北市,[116]臺北市文山區興望里福興路2號,(02)29323131,http://www.hlps.tp.edu.tw,
383606,市立志清國小,公立,[38]臺北市,[116]臺北市文山區景仁里景福街21巷5號,(02)29323875,http://www.jcps.tp.edu.tw,
383607,市立景興國小,公立,[38]臺北市,[116]臺北市文山區興安里景華街150巷21號,(02)29329439,http://www.chps.tp.edu.tw,
383608,市立木柵國小,公立,[38]臺北市,[116]臺北市文山區木柵里木柵路3段191號,(02)29391234,http://www.mjes.tp.edu.tw,
383609,市立永建國小,公立,[38]臺北市,[116]臺北市文山區華興里試院路2號,(02)22363855,http://www.yjps.tp.edu.tw,
383610,市立實踐國小,公立,[38]臺北市,[116]臺北市文山區樟文里忠順街1段4號,(02)29360725,http://www.zjps.tp.edu.tw,
383611,市立博嘉國小,公立,[38]臺北市,[116]臺北市文山區木柵路4段159巷14-1號,(02)22302585,http://www.bjps.tp.edu.tw,
383612,市立指南國小,公立,[38]臺北市,[116]臺北市文山區指南路三段38巷5-2號,(02)29393546,http://www.cnps.tp.edu.tw,
383613,市立明道國小,公立,[38]臺北市,[116]臺北市文山區明興里木柵路2段138巷61號,(02)29392821,http://www.mdps.tp.edu.tw,
383614,市立萬芳國小,公立,[38]臺北市,[116]臺北市文山區萬芳里萬和街1號,(02)22301232,http://www.wfes.tp.edu.tw,
383615,市立力行國小,公立,[38]臺北市,[116]臺北市文山區樟腳里木新路3段155巷7號,(02)29363995,http://www.lsps.tp.edu.tw,
383616,市立萬興國小,公立,[38]臺北市,[116]臺北市文山區萬興里秀明路2段114號,(02)29381721,http://www.wnses.tp.edu.tw,
383617,市立萬福國小,公立,[38]臺北市,[116]臺北市文山區羅斯福路5段170巷32號,(02)29353123,http://www.wfps.tp.edu.tw,
383618,市立興華國小,公立,[38]臺北市,[116]臺北市文山區興光里興隆路3段125巷6號,(02)22393070,http://www.hhps.tp.edu.tw,
383619,市立辛亥國小,公立,[38]臺北市,[116]臺北市文山區興昌里辛亥路4段103號,(02)29357282,http://www.saes.tp.edu.tw,
393601,市立南港國小,公立,[39]臺北市,[115]臺北市南港區三重里惠民街67號,(02)27834678,http://www.nkps.tp.edu.tw,
393602,市立舊莊國小,公立,[39]臺北市,[115]臺北市南港區舊莊里舊莊街1段100號,(02)27821418,http://www.zzes.tp.edu.tw,
393603,市立玉成國小,公立,[39]臺北市,[115]臺北市南港區西新里向陽路31號,(02)27836049,http://www.yhes.tp.edu.tw,
393604,市立成德國小,公立,[39]臺北市,[115]臺北市南港區聯成里東新街65號,(02)27851376,http://www.ctps.tp.edu.tw,
393605,市立胡適國小,公立,[39]臺北市,[115]臺北市南港區中研里舊莊街1段1號,(02)27824949,http://www.hsps.tp.edu.tw,
393606,市立東新國小,公立,[39]臺北市,[115]臺北市南港區東新里興南街62號,(02)27837577,http://www.thes.tp.edu.tw,
393607,市立修德國小,公立,[39]臺北市,[115]臺北市南港區東新街118巷86號,(02)27880500,http://www.sdps.tp.edu.tw,
403601,市立內湖國小,公立,[40]臺北市,[114]臺北市內湖區港富里內湖路二段41號,(02)27998085,http://www.nhes.tp.edu.tw,
403602,市立碧湖國小,公立,[40]臺北市,[114]臺北市內湖區內湖里金龍路100號,(02)27907161,http://www.bhps.tp.edu.tw,
403603,市立潭美國小,公立,[40]臺北市,[114]臺北市內湖區石潭里新明路22號,(02)27917334,http://www.tmes.tp.edu.tw,
403604,市立東湖國小,公立,[40]臺北市,[114]臺北市內湖區東湖里東湖路115號,(02)26339984,http://w3.dfps.tp.edu.tw,
403605,市立西湖國小,公立,[40]臺北市,[114]臺北市內湖區西湖里環山路1段25號,(02)27971267,http://www.hhups.tp.edu.tw,
403606,市立康寧國小,公立,[40]臺北市,[114]臺北市內湖區清白里星雲街121號,(02)27901237,http://www.klps.tp.edu.tw,
403607,市立明湖國小,公立,[40]臺北市,[114]臺北市內湖區東湖里康寧路3段105號,(02)26323477,http://www.mhups.tp.edu.tw,
403608,市立麗山國小,公立,[40]臺北市,[114]臺北市內湖區港都里港華街100號,(02)26574158,http://www.lnps.tp.edu.tw,
403609,市立新湖國小,公立,[40]臺北市,[114]臺北市內湖區湖興里民權東路6段138號,(02)27963721,http://www.shes.tp.edu.tw,
403610,市立文湖國小,公立,[40]臺北市,[114]臺北市內湖區西康里文湖街15號,(02)26583515,http://www.whups.tp.edu.tw,
403611,市立大湖國小,公立,[40]臺北市,[114]臺北市內湖區大湖里大湖山莊街170號,(02)27915870,http://www.dhps.tp.edu.tw,
403612,市立南湖國小,公立,[40]臺北市,[114]臺北市內湖區葫洲里康寧路3段200號,(02)26321296,http://www.nhps.tp.edu.tw,
403613,市立麗湖國小,公立,[40]臺北市,[114]臺北市內湖區金湖路363巷8號,(02)26343888,http://www.lhes.tp.edu.tw/,
411601,私立華興小學,私立,[41]臺北市,[111]臺北市士林區芝山里仰德大道1段101號,(02)28316834,http://www.hhhs.tp.edu.tw,
413601,市立士林國小,公立,[41]臺北市,[111]臺北市士林區福德里大東路165號,(02)28812231,http://www.slps.tp.edu.tw,
413602,市立士東國小,公立,[41]臺北市,[111]臺北市士林區蘭雅里中山北路6段392號,(02)28710064,http://www.stes.tp.edu.tw,
413603,市立福林國小,公立,[41]臺北市,[111]臺北市士林區福志里福志路75號,(02)28316293,http://www.flps.tp.edu.tw,
413604,市立陽明山國小,公立,[41]臺北市,[111]臺北市士林區新安里仰德大道3段61號,(02)28616366,http://www.ymps.tp.edu.tw,
413605,市立社子國小,公立,[41]臺北市,[111]臺北市士林區永倫里延平北路六段308號,(02)28126195,http://www.stps.tp.edu.tw,
413606,市立雨聲國小,公立,[41]臺北市,[111]臺北市士林區岩山里至誠路1段62巷70號,(02)28311004,http://www.yses.tp.edu.tw,
413607,市立富安國小,公立,[41]臺北市,[111]臺北市士林區富洲里延平北路8段135號,(02)28103192,http://www.fuanps.tp.edu.tw,
413608,市立劍潭國小,公立,[41]臺北市,[111]臺北市士林區明勝里通河街16號,(02)28855491,http://www.jtes.tp.edu.tw,
413609,市立溪山國小,公立,[41]臺北市,[111]臺北市士林區溪山里至善路3段199號,(02)28411010,http://www.hops.tp.edu.tw,
413610,市立平等國小,公立,[41]臺北市,[111]臺北市士林區平等里平菁街101號,(02)28610503,http://www.pdps.tp.edu.tw,
413611,市立百齡國小,公立,[41]臺北市,[111]臺北市士林區福中里福港街205號,(02)28817683,http://www.bles.tp.edu.tw,
413612,市立雙溪國小,公立,[41]臺北市,[111]臺北市士林區翠山里中社路2段66號,(02)28411038,http://www.sses.tp.edu.tw,
413613,市立葫蘆國小,公立,[41]臺北市,[111]臺北市士林區環河北路3段95號,(02)28129586,http://www.hrps.tp.edu.tw,
413614,市立雨農國小,公立,[41]臺北市,[111]臺北市士林區名山里忠義街1號,(02)28329700,http://www.ynes.tp.edu.tw/enable2007/,
413615,市立天母國小,公立,[41]臺北市,[111]臺北市士林區天玉里天玉街12號,(02)28723336,http://www.tmups.tp.edu.tw,
413616,市立文昌國小,公立,[41]臺北市,[111]臺北市士林區文林路615巷20號,(02)28365411,http://www.wces.tp.edu.tw,
413617,市立芝山國小,公立,[41]臺北市,[111]臺北市士林區芝山里德行東路285號,(02)28316115,http://www.zsps.tp.edu.tw,
413618,市立蘭雅國小,公立,[41]臺北市,[111]臺北市士林區蘭興里磺溪街57號,(02)28366052,http://www.lyps.tp.edu.tw,
413619,市立三玉國小,公立,[41]臺北市,[111]臺北市士林區三玉里天母東路116號,(02)28751369,http://www.syups.tp.edu.tw,
421601,私立薇閣小學,私立,[42]臺北市,[112]臺北市北投區長安里育仁路106號,(02)28912668,http://www.wgps.tp.edu.tw,
423601,市立北投國小,公立,[42]臺北市,[112]臺北市北投區長安里中央北路1段73號,(02)28912052,http://www.ptes.tp.edu.tw,
423602,市立逸仙國小,公立,[42]臺北市,[112]臺北市北投區中心里新民路2號,(02)28914537,http://www.ysps.tp.edu.tw,
423603,市立石牌國小,公立,[42]臺北市,[112]臺北市北投區吉利里致遠二路80號,(02)28227484,http://web.spps.tp.edu.tw,
423604,市立關渡國小,公立,[42]臺北市,[112]臺北市北投區一德里中央北路4段581號,(02)28912847,http://www.kdps.tp.edu.tw,
423605,市立湖田國小,公立,[42]臺北市,[112]臺北市北投區湖田里竹子湖路17之2號,(02)28616963,http://www.htes.tp.edu.tw,
423606,市立清江國小,公立,[42]臺北市,[112]臺北市北投區奇岩里公館路220號,(02)28912764,http://www.cjps.tp.edu.tw,
423607,市立泉源國小,公立,[42]臺北市,[112]臺北市北投區泉源里東昇路34號,(02)28951258,http://www.cyps.tp.edu.tw,
423608,市立大屯國小,公立,[42]臺北市,[112]臺北市北投區大屯里復興三路312號,(02)28914353,http://www.dtps.tp.edu.tw,
423609,市立湖山國小,公立,[42]臺北市,[112]臺北市北投區湖山里湖底路11號,(02)28610148,http://www.hses.tp.edu.tw,
423610,市立桃源國小,公立,[42]臺北市,[112]臺北市北投區中央北路3段40巷45號,(02)28941208,http://www.tyues.tp.edu.tw,
423611,市立文林國小,公立,[42]臺北市,[112]臺北市北投區建民里文林北路155號,(02)28234212,http://www.wles.tp.edu.tw,
423612,市立義方國小,公立,[42]臺北市,[112]臺北市北投區珠海路155號,(02)28917433,http://www.yfes.tp.edu.tw,
423613,市立立農國小,公立,[42]臺北市,[112]臺北市北投區立農里立農街1段250號,(02)28210702,http://www.lnes.tp.edu.tw,
423614,市立明德國小,公立,[42]臺北市,[112]臺北市北投區榮華里明德路190號,(02)28229651,http://www.mdes.tp.edu.tw,
423616,市立文化國小,公立,[42]臺北市,[112]臺北市北投區文化里文化三路1號,(02)28933828,http://www.whps.tp.edu.tw,
